BusinessDate;PurchaseDate;RepurchaseDate;CashAmount;Term;Rate;CashTakerID
6.02.20;6.02.20;7.02.20;90000000;ON;2.380058245;8
6.02.20;6.02.20;7.02.20;140000000;ON;2.395;6
6.02.20;6.02.20;7.02.20;99000000;ON;2.42;6
6.02.20;6.02.20;7.02.20;310000000;ON;2.36;4
6.02.20;6.02.20;7.02.20;128000000;ON;2.19;9
6.02.20;6.02.20;7.02.20;50000000;ON;2.23;9
6.02.20;6.02.20;7.02.20;150000000;ON;2.4;9
6.02.20;6.02.20;7.02.20;80000000;ON;2.24;10
6.02.20;6.02.20;7.02.20;140000000;ON;2.29;7
6.02.20;6.02.20;7.02.20;110000000;ON;2.42;2
6.02.20;6.02.20;7.02.20;120000000;ON;2.42;7
6.02.20;6.02.20;7.02.20;560000000;ON;2.22;1
6.02.20;6.02.20;7.02.20;250000000;ON;2.39;10
6.02.20;6.02.20;7.02.20;150000000;ON;2.39;1
6.02.20;6.02.20;7.02.20;140000000;ON;2.42;1
6.02.20;6.02.20;7.02.20;110000000;ON;2.43;9
6.02.20;6.02.20;7.02.20;150000000;ON;2.35;7
6.02.20;6.02.20;7.02.20;130000000;ON;2.34;6
6.02.20;6.02.20;7.02.20;95000000;ON;2.18;7
6.02.20;6.02.20;7.02.20;140000000;ON;2.35;6
6.02.20;6.02.20;7.02.20;100000000;ON;2.35;1
6.02.20;6.02.20;7.02.20;75000000;ON;2.571848838;5
6.02.20;6.02.20;7.02.20;120000000;ON;2.684916343;8
6.02.20;6.02.20;7.02.20;140000000;ON;2.571643185;8
6.02.20;6.02.20;7.02.20;140000000;ON;2.37;6
6.02.20;6.02.20;7.02.20;130000000;ON;2.32;9
4.02.20;6.02.20;13.02.20;120000000;1W;2.53;6
4.02.20;6.02.20;13.02.20;100000000;1W;2.54;4
4.02.20;6.02.20;13.02.20;150000000;1W;2.55;9
4.02.20;6.02.20;13.02.20;110000000;1W;2.51;10
4.02.20;6.02.20;13.02.20;150000000;1W;2.49;6
4.02.20;6.02.20;6.03.20;100000000;1M;2.48;10
4.02.20;6.02.20;6.03.20;110000000;1M;2.55;1
7.02.20;7.02.20;10.02.20;140000000;ON;2.36;9
7.02.20;7.02.20;10.02.20;150000000;ON;2.51;10
7.02.20;7.02.20;10.02.20;91000000;ON;2.722544725;8
7.02.20;7.02.20;10.02.20;130000000;ON;2.608825217;8
7.02.20;7.02.20;10.02.20;550000000;ON;2.38;3
7.02.20;7.02.20;10.02.20;110000000;ON;2.38;4
7.02.20;7.02.20;10.02.20;90000000;ON;2.635014029;5
7.02.20;7.02.20;10.02.20;100000000;ON;2.761548042;8
7.02.20;7.02.20;10.02.20;100000000;ON;2.32;4
7.02.20;7.02.20;10.02.20;405000000;ON;2.35;9
7.02.20;7.02.20;10.02.20;90000000;ON;2.4;2
7.02.20;7.02.20;10.02.20;70000000;ON;2.528092258;5
7.02.20;7.02.20;10.02.20;330000000;ON;2.47;6
7.02.20;7.02.20;10.02.20;140000000;ON;2.54;3
7.02.20;7.02.20;10.02.20;110000000;ON;2.51;1
7.02.20;7.02.20;10.02.20;54000000;ON;2.31;2
7.02.20;7.02.20;10.02.20;150000000;ON;2.519004739;8
7.02.20;7.02.20;10.02.20;80000000;ON;2.574522236;5
7.02.20;7.02.20;10.02.20;140000000;ON;2.38;1
7.02.20;7.02.20;10.02.20;120000000;ON;2.45;1
7.02.20;7.02.20;10.02.20;227000000;ON;2.4;7
7.02.20;7.02.20;10.02.20;120000000;ON;2.38;3
7.02.20;7.02.20;10.02.20;140000000;ON;2.42;10
7.02.20;7.02.20;10.02.20;130000000;ON;2.41;3
7.02.20;7.02.20;10.02.20;100000000;ON;2.25;6
7.02.20;7.02.20;10.02.20;250000000;ON;2.45;3
7.02.20;7.02.20;10.02.20;360000000;ON;2.423405577;8
7.02.20;7.02.20;10.02.20;130000000;ON;2.3;3
7.02.20;7.02.20;10.02.20;100000000;ON;2.35;6
7.02.20;7.02.20;10.02.20;120000000;ON;2.35;6
7.02.20;7.02.20;10.02.20;150000000;ON;2.43;3
7.02.20;7.02.20;10.02.20;130000000;ON;2.31;2
7.02.20;7.02.20;10.02.20;220000000;ON;2.38;4
7.02.20;7.02.20;10.02.20;110000000;ON;2.23;4
7.02.20;7.02.20;10.02.20;150000000;ON;2.568626681;8
7.02.20;7.02.20;10.02.20;120000000;ON;2.549346624;5
7.02.20;7.02.20;10.02.20;250000000;ON;2.518813823;8
7.02.20;7.02.20;10.02.20;150000000;ON;2.34;4
7.02.20;7.02.20;10.02.20;101000000;ON;2.35;10
7.02.20;7.02.20;10.02.20;120000000;ON;2.34;9
7.02.20;7.02.20;10.02.20;140000000;ON;2.43;7
7.02.20;7.02.20;10.02.20;100000000;ON;2.52;9
5.02.20;7.02.20;14.02.20;60000000;1W;2.41;10
5.02.20;7.02.20;14.02.20;120000000;1W;2.4;2
5.02.20;7.02.20;14.02.20;110000000;1W;2.43;1
5.02.20;7.02.20;7.03.20;140000000;1M;2.47;9
5.02.20;7.02.20;7.03.20;150000000;1M;2.52;6
5.02.20;7.02.20;7.03.20;110000000;1M;2.5;3
10.02.20;10.02.20;11.02.20;150000000;ON;2.49;6
10.02.20;10.02.20;11.02.20;110000000;ON;2.46;10
10.02.20;10.02.20;11.02.20;140000000;ON;2.612262197;8
10.02.20;10.02.20;11.02.20;120000000;ON;2.38;3
10.02.20;10.02.20;11.02.20;130000000;ON;2.4;4
10.02.20;10.02.20;11.02.20;250000000;ON;2.41;6
10.02.20;10.02.20;11.02.20;150000000;ON;2.41;4
10.02.20;10.02.20;11.02.20;75000000;ON;2.805023193;5
10.02.20;10.02.20;11.02.20;50000000;ON;2.45;1
10.02.20;10.02.20;11.02.20;90000000;ON;2.51;1
10.02.20;10.02.20;11.02.20;150000000;ON;2.52;6
10.02.20;10.02.20;11.02.20;80000000;ON;2.47;4
10.02.20;10.02.20;11.02.20;140000000;ON;2.48;7
10.02.20;10.02.20;11.02.20;240000000;ON;2.42;7
10.02.20;10.02.20;11.02.20;210000000;ON;2.5;2
10.02.20;10.02.20;11.02.20;120000000;ON;2.56;10
10.02.20;10.02.20;11.02.20;120000000;ON;2.49;9
10.02.20;10.02.20;11.02.20;140000000;ON;2.49;9
10.02.20;10.02.20;11.02.20;100000000;ON;2.51;9
10.02.20;10.02.20;11.02.20;70000000;ON;2.45;2
10.02.20;10.02.20;11.02.20;130000000;ON;2.48;1
10.02.20;10.02.20;11.02.20;100000000;ON;2.44;1
10.02.20;10.02.20;11.02.20;120000000;ON;2.53;3
10.02.20;10.02.20;11.02.20;390000000;ON;2.75175735;8
10.02.20;10.02.20;11.02.20;115000000;ON;2.781005184;8
10.02.20;10.02.20;11.02.20;140000000;ON;2.517946684;5
10.02.20;10.02.20;11.02.20;250000000;ON;2.5;6
10.02.20;10.02.20;11.02.20;125000000;ON;2.29;6
10.02.20;10.02.20;11.02.20;50000000;ON;2.44;3
10.02.20;10.02.20;11.02.20;120000000;ON;2.456799114;5
10.02.20;10.02.20;11.02.20;210000000;ON;2.37;10
10.02.20;10.02.20;11.02.20;200000000;ON;2.39;7
10.02.20;10.02.20;11.02.20;100000000;ON;2.4;2
10.02.20;10.02.20;11.02.20;73000000;ON;2.47;10
10.02.20;10.02.20;11.02.20;80000000;ON;2.47;1
6.02.20;10.02.20;17.02.20;90000000;1W;2.43;2
6.02.20;10.02.20;11.03.20;320000000;1M;2.46;1
6.02.20;10.02.20;11.03.20;120000000;1M;2.581774638;5
6.02.20;10.02.20;11.03.20;200000000;1M;2.5;3
6.02.20;10.02.20;11.03.20;140000000;1M;2.66866733;8
11.02.20;11.02.20;12.02.20;68000000;ON;2.45;3
11.02.20;11.02.20;12.02.20;100000000;ON;2.558957384;5
11.02.20;11.02.20;12.02.20;85000000;ON;2.46;6
11.02.20;11.02.20;12.02.20;90000000;ON;2.58;3
11.02.20;11.02.20;12.02.20;330000000;ON;2.4;3
11.02.20;11.02.20;12.02.20;400000000;ON;2.4;1
11.02.20;11.02.20;12.02.20;120000000;ON;2.44;1
11.02.20;11.02.20;12.02.20;110000000;ON;2.48;7
11.02.20;11.02.20;12.02.20;110000000;ON;2.902315388;8
11.02.20;11.02.20;12.02.20;80000000;ON;2.5;2
11.02.20;11.02.20;12.02.20;150000000;ON;2.551823445;5
11.02.20;11.02.20;12.02.20;100000000;ON;2.730104165;8
11.02.20;11.02.20;12.02.20;120000000;ON;2.5;7
11.02.20;11.02.20;12.02.20;110000000;ON;2.52;9
11.02.20;11.02.20;12.02.20;110000000;ON;2.49;2
11.02.20;11.02.20;12.02.20;110000000;ON;2.41;3
11.02.20;11.02.20;12.02.20;60000000;ON;2.56;3
11.02.20;11.02.20;12.02.20;130000000;ON;2.56;2
11.02.20;11.02.20;12.02.20;70000000;ON;2.48;1
11.02.20;11.02.20;12.02.20;60000000;ON;2.46;7
11.02.20;11.02.20;12.02.20;2040000000;ON;2.649115418;5
11.02.20;11.02.20;12.02.20;200000000;ON;2.66;2
11.02.20;11.02.20;12.02.20;80000000;ON;2.56;2
11.02.20;11.02.20;12.02.20;55000000;ON;2.59;4
11.02.20;11.02.20;12.02.20;56000000;ON;2.45;1
11.02.20;11.02.20;12.02.20;100000000;ON;2.48;7
11.02.20;11.02.20;12.02.20;130000000;ON;2.42;6
11.02.20;11.02.20;12.02.20;140000000;ON;2.641717464;5
11.02.20;11.02.20;12.02.20;150000000;ON;2.55;4
11.02.20;11.02.20;12.02.20;115000000;ON;2.56;9
11.02.20;11.02.20;12.02.20;130000000;ON;2.49;7
11.02.20;11.02.20;12.02.20;110000000;ON;2.4;4
11.02.20;11.02.20;12.02.20;100000000;ON;2.5;7
11.02.20;11.02.20;12.02.20;120000000;ON;2.47;3
11.02.20;11.02.20;12.02.20;86000000;ON;2.527208299;5
11.02.20;11.02.20;12.02.20;140000000;ON;2.49;4
11.02.20;11.02.20;12.02.20;120000000;ON;2.56;10
11.02.20;11.02.20;12.02.20;70000000;ON;2.6;10
11.02.20;11.02.20;12.02.20;370000000;ON;2.54;2
11.02.20;11.02.20;12.02.20;140000000;ON;2.42;3
11.02.20;11.02.20;12.02.20;120000000;ON;2.45;4
11.02.20;11.02.20;12.02.20;175000000;ON;2.51;9
11.02.20;11.02.20;12.02.20;120000000;ON;2.45;7
11.02.20;11.02.20;12.02.20;120000000;ON;2.34;9
11.02.20;11.02.20;12.02.20;121000000;ON;2.62478856;8
11.02.20;11.02.20;12.02.20;220000000;ON;2.44;1
11.02.20;11.02.20;12.02.20;210000000;ON;2.45;2
11.02.20;11.02.20;12.02.20;80000000;ON;2.48;1
11.02.20;11.02.20;12.02.20;140000000;ON;2.913324334;5
11.02.20;11.02.20;12.02.20;110000000;ON;2.64;6
7.02.20;11.02.20;18.02.20;70000000;1W;2.775461748;8
12.02.20;12.02.20;13.02.20;80000000;ON;2.57;7
12.02.20;12.02.20;13.02.20;150000000;ON;2.906350951;8
12.02.20;12.02.20;13.02.20;50000000;ON;2.63;9
12.02.20;12.02.20;13.02.20;50000000;ON;2.52;6
12.02.20;12.02.20;13.02.20;500000000;ON;2.51;1
12.02.20;12.02.20;13.02.20;190000000;ON;2.64;2
12.02.20;12.02.20;13.02.20;120000000;ON;2.948964985;5
12.02.20;12.02.20;13.02.20;140000000;ON;2.64;2
12.02.20;12.02.20;13.02.20;130000000;ON;2.64;4
12.02.20;12.02.20;13.02.20;150000000;ON;2.66;2
12.02.20;12.02.20;13.02.20;200000000;ON;2.53;10
12.02.20;12.02.20;13.02.20;120000000;ON;2.53;4
12.02.20;12.02.20;13.02.20;120000000;ON;2.56;10
12.02.20;12.02.20;13.02.20;60000000;ON;2.64;3
12.02.20;12.02.20;13.02.20;100000000;ON;2.5;1
12.02.20;12.02.20;13.02.20;50000000;ON;2.54;2
12.02.20;12.02.20;13.02.20;70000000;ON;2.57;7
12.02.20;12.02.20;13.02.20;130000000;ON;2.6;4
12.02.20;12.02.20;13.02.20;63000000;ON;2.67;2
12.02.20;12.02.20;13.02.20;1530000000;ON;2.73;9
12.02.20;12.02.20;13.02.20;484000000;ON;2.69;7
12.02.20;12.02.20;13.02.20;125000000;ON;2.73;1
12.02.20;12.02.20;13.02.20;100000000;ON;2.922962588;5
12.02.20;12.02.20;13.02.20;230000000;ON;2.72;7
12.02.20;12.02.20;13.02.20;730000000;ON;2.73;9
12.02.20;12.02.20;13.02.20;100000000;ON;2.76;3
12.02.20;12.02.20;13.02.20;100000000;ON;2.52;9
12.02.20;12.02.20;13.02.20;120000000;ON;2.57;10
12.02.20;12.02.20;13.02.20;140000000;ON;2.855600357;8
12.02.20;12.02.20;13.02.20;130000000;ON;3.140185664;8
12.02.20;12.02.20;13.02.20;65000000;ON;2.7;9
12.02.20;12.02.20;13.02.20;130000000;ON;3.036659728;8
12.02.20;12.02.20;13.02.20;80000000;ON;2.63;6
12.02.20;12.02.20;13.02.20;130000000;ON;2.71;7
12.02.20;12.02.20;13.02.20;90000000;ON;2.68;2
12.02.20;12.02.20;13.02.20;98000000;ON;2.949936127;8
12.02.20;12.02.20;13.02.20;140000000;ON;2.777003311;8
12.02.20;12.02.20;13.02.20;90000000;ON;2.61;10
12.02.20;12.02.20;13.02.20;80000000;ON;2.62;7
12.02.20;12.02.20;13.02.20;80000000;ON;2.63;9
12.02.20;12.02.20;13.02.20;400000000;ON;2.65;4
12.02.20;12.02.20;13.02.20;150000000;ON;2.531827197;8
12.02.20;12.02.20;13.02.20;130000000;ON;2.57;4
12.02.20;12.02.20;13.02.20;110000000;ON;2.741924485;5
12.02.20;12.02.20;13.02.20;110000000;ON;2.65;1
12.02.20;12.02.20;13.02.20;230000000;ON;2.39;10
12.02.20;12.02.20;13.02.20;230000000;ON;2.4;7
12.02.20;12.02.20;13.02.20;240000000;ON;2.46;1
12.02.20;12.02.20;13.02.20;250000000;ON;2.48;3
12.02.20;12.02.20;13.02.20;100000000;ON;2.49;4
12.02.20;12.02.20;13.02.20;110000000;ON;2.66;1
12.02.20;12.02.20;13.02.20;120000000;ON;2.68;6
10.02.20;12.02.20;19.02.20;100000000;1W;2.48;3
10.02.20;12.02.20;19.02.20;220000000;1W;2.814746573;8
10.02.20;12.02.20;19.02.20;130000000;1W;2.5;10
10.02.20;12.02.20;12.03.20;120000000;1M;2.56;1
13.02.20;13.02.20;14.02.20;110000000;ON;2.63;9
13.02.20;13.02.20;14.02.20;80000000;ON;2.6;3
13.02.20;13.02.20;14.02.20;50000000;ON;2.68;10
13.02.20;13.02.20;14.02.20;70000000;ON;2.45;1
13.02.20;13.02.20;14.02.20;250000000;ON;2.53;9
13.02.20;13.02.20;14.02.20;130000000;ON;2.52;1
13.02.20;13.02.20;14.02.20;100000000;ON;2.58;10
13.02.20;13.02.20;14.02.20;120000000;ON;2.55;4
13.02.20;13.02.20;14.02.20;95000000;ON;2.55;1
13.02.20;13.02.20;14.02.20;240000000;ON;2.67;4
13.02.20;13.02.20;14.02.20;120000000;ON;2.73;3
13.02.20;13.02.20;14.02.20;230000000;ON;2.56;2
13.02.20;13.02.20;14.02.20;150000000;ON;2.680436606;5
13.02.20;13.02.20;14.02.20;65000000;ON;2.71;1
13.02.20;13.02.20;14.02.20;110000000;ON;2.64;9
13.02.20;13.02.20;14.02.20;100000000;ON;2.63;9
13.02.20;13.02.20;14.02.20;174000000;ON;2.63;2
13.02.20;13.02.20;14.02.20;120000000;ON;2.66;9
13.02.20;13.02.20;14.02.20;140000000;ON;2.67;9
13.02.20;13.02.20;14.02.20;140000000;ON;2.69;4
13.02.20;13.02.20;14.02.20;150000000;ON;2.75;3
13.02.20;13.02.20;14.02.20;120000000;ON;2.44;10
13.02.20;13.02.20;14.02.20;130000000;ON;2.7;3
13.02.20;13.02.20;14.02.20;120000000;ON;2.950972345;5
13.02.20;13.02.20;14.02.20;130000000;ON;2.68;3
13.02.20;13.02.20;14.02.20;120000000;ON;2.65;1
13.02.20;13.02.20;14.02.20;230000000;ON;2.69604977;5
13.02.20;13.02.20;14.02.20;90000000;ON;2.45;9
13.02.20;13.02.20;14.02.20;110000000;ON;2.65;9
13.02.20;13.02.20;14.02.20;80000000;ON;2.72;2
13.02.20;13.02.20;14.02.20;90000000;ON;2.7;10
13.02.20;13.02.20;14.02.20;450000000;ON;2.43;2
13.02.20;13.02.20;14.02.20;100000000;ON;2.5;10
13.02.20;13.02.20;14.02.20;120000000;ON;2.752833454;8
13.02.20;13.02.20;14.02.20;120000000;ON;2.858639588;5
13.02.20;13.02.20;14.02.20;150000000;ON;2.65;10
13.02.20;13.02.20;14.02.20;130000000;ON;2.46;3
13.02.20;13.02.20;14.02.20;140000000;ON;2.738095544;5
13.02.20;13.02.20;14.02.20;150000000;ON;2.5;7
13.02.20;13.02.20;14.02.20;240000000;ON;2.58;3
13.02.20;13.02.20;14.02.20;110000000;ON;2.95402074;8
13.02.20;13.02.20;14.02.20;200000000;ON;2.55;4
13.02.20;13.02.20;14.02.20;110000000;ON;2.65;10
13.02.20;13.02.20;14.02.20;121000000;ON;2.7;6
11.02.20;13.02.20;20.02.20;110000000;1W;2.57;4
14.02.20;14.02.20;17.02.20;75000000;ON;2.79;7
14.02.20;14.02.20;17.02.20;100000000;ON;2.73;3
14.02.20;14.02.20;17.02.20;134000000;ON;2.865798294;5
14.02.20;14.02.20;17.02.20;110000000;ON;2.67;6
14.02.20;14.02.20;17.02.20;110000000;ON;2.65;4
14.02.20;14.02.20;17.02.20;100000000;ON;2.67;2
14.02.20;14.02.20;17.02.20;60000000;ON;2.770025034;5
14.02.20;14.02.20;17.02.20;100000000;ON;2.889033557;8
14.02.20;14.02.20;17.02.20;80000000;ON;2.65;3
14.02.20;14.02.20;17.02.20;53000000;ON;2.788091071;8
14.02.20;14.02.20;17.02.20;120000000;ON;2.973973404;5
14.02.20;14.02.20;17.02.20;75000000;ON;2.69;10
14.02.20;14.02.20;17.02.20;60000000;ON;2.66;10
14.02.20;14.02.20;17.02.20;77000000;ON;2.6;2
14.02.20;14.02.20;17.02.20;50000000;ON;2.71;6
14.02.20;14.02.20;17.02.20;110000000;ON;2.79;10
14.02.20;14.02.20;17.02.20;75000000;ON;2.65;2
14.02.20;14.02.20;17.02.20;100000000;ON;2.74;3
14.02.20;14.02.20;17.02.20;100000000;ON;2.69;2
14.02.20;14.02.20;17.02.20;150000000;ON;2.62;10
14.02.20;14.02.20;17.02.20;120000000;ON;2.69;3
14.02.20;14.02.20;17.02.20;98000000;ON;2.65;9
14.02.20;14.02.20;17.02.20;100000000;ON;2.68;7
14.02.20;14.02.20;17.02.20;90000000;ON;2.75;7
14.02.20;14.02.20;17.02.20;420000000;ON;2.856479972;5
14.02.20;14.02.20;17.02.20;150000000;ON;2.7;4
14.02.20;14.02.20;17.02.20;110000000;ON;2.923981516;5
14.02.20;14.02.20;17.02.20;130000000;ON;2.68;10
14.02.20;14.02.20;17.02.20;510000000;ON;2.74;4
14.02.20;14.02.20;17.02.20;80000000;ON;2.75;4
14.02.20;14.02.20;17.02.20;323000000;ON;2.8;3
14.02.20;14.02.20;17.02.20;330000000;ON;2.77;3
14.02.20;14.02.20;17.02.20;100000000;ON;2.47;9
14.02.20;14.02.20;17.02.20;120000000;ON;2.5;3
14.02.20;14.02.20;17.02.20;250000000;ON;2.53;1
14.02.20;14.02.20;17.02.20;210000000;ON;2.56;1
14.02.20;14.02.20;17.02.20;60000000;ON;2.63;10
14.02.20;14.02.20;17.02.20;440000000;ON;2.894244848;5
12.02.20;14.02.20;21.02.20;100000000;1W;2.55;6
12.02.20;14.02.20;21.02.20;110000000;1W;2.59;2
12.02.20;14.02.20;21.02.20;120000000;1W;2.6;1
12.02.20;14.02.20;14.03.20;110000000;1M;2.59;7
12.02.20;14.02.20;14.05.20;70000000;3M;2.56;3
12.02.20;14.02.20;14.05.20;190000000;3M;2.54;2
17.02.20;17.02.20;18.02.20;50000000;ON;2.952346486;8
17.02.20;17.02.20;18.02.20;80000000;ON;2.68;9
17.02.20;17.02.20;18.02.20;140000000;ON;3.115566582;8
17.02.20;17.02.20;18.02.20;120000000;ON;3.125994444;8
17.02.20;17.02.20;18.02.20;80000000;ON;2.59;4
17.02.20;17.02.20;18.02.20;100000000;ON;2.638533914;5
17.02.20;17.02.20;18.02.20;100000000;ON;2.73;3
17.02.20;17.02.20;18.02.20;85000000;ON;2.74;3
17.02.20;17.02.20;18.02.20;140000000;ON;2.16;1
17.02.20;17.02.20;18.02.20;90000000;ON;2.16;4
17.02.20;17.02.20;18.02.20;152000000;ON;2.6;9
17.02.20;17.02.20;18.02.20;100000000;ON;2.65;1
17.02.20;17.02.20;18.02.20;100000000;ON;2.851670419;8
17.02.20;17.02.20;18.02.20;60000000;ON;2.59;1
17.02.20;17.02.20;18.02.20;130000000;ON;2.63;10
17.02.20;17.02.20;18.02.20;50000000;ON;2.66;4
17.02.20;17.02.20;18.02.20;50000000;ON;2.7;2
17.02.20;17.02.20;18.02.20;75000000;ON;2.68;10
17.02.20;17.02.20;18.02.20;140000000;ON;2.843067668;5
17.02.20;17.02.20;18.02.20;90000000;ON;2.846956838;8
17.02.20;17.02.20;18.02.20;85000000;ON;2.63;2
17.02.20;17.02.20;18.02.20;70000000;ON;2.62;9
17.02.20;17.02.20;18.02.20;60000000;ON;2.66;6
17.02.20;17.02.20;18.02.20;140000000;ON;2.66;9
17.02.20;17.02.20;18.02.20;100000000;ON;2.74;3
17.02.20;17.02.20;18.02.20;50000000;ON;2.9955887;8
17.02.20;17.02.20;18.02.20;120000000;ON;2.868872429;5
17.02.20;17.02.20;18.02.20;140000000;ON;2.785712259;5
17.02.20;17.02.20;18.02.20;100000000;ON;2.56;1
17.02.20;17.02.20;18.02.20;140000000;ON;2.768782172;5
17.02.20;17.02.20;18.02.20;630000000;ON;2.648489393;5
17.02.20;17.02.20;18.02.20;120000000;ON;2.63;6
17.02.20;17.02.20;18.02.20;150000000;ON;2.71;4
17.02.20;17.02.20;18.02.20;110000000;ON;2.65;6
17.02.20;17.02.20;18.02.20;110000000;ON;2.69;9
17.02.20;17.02.20;18.02.20;60000000;ON;2.64;3
17.02.20;17.02.20;18.02.20;504000000;ON;2.61;3
17.02.20;17.02.20;18.02.20;175000000;ON;2.61;6
17.02.20;17.02.20;18.02.20;60000000;ON;2.63;3
17.02.20;17.02.20;18.02.20;357000000;ON;2.63;7
17.02.20;17.02.20;18.02.20;162000000;ON;2.63;7
17.02.20;17.02.20;18.02.20;340000000;ON;2.66;7
17.02.20;17.02.20;18.02.20;100000000;ON;2.66;2
17.02.20;17.02.20;18.02.20;120000000;ON;2.56;1
17.02.20;17.02.20;18.02.20;110000000;ON;2.59;1
17.02.20;17.02.20;18.02.20;98000000;ON;2.66;3
17.02.20;17.02.20;18.02.20;220000000;ON;2.65;7
17.02.20;17.02.20;18.02.20;130000000;ON;3.082959913;8
13.02.20;17.02.20;24.02.20;140000000;1W;2.58;1
13.02.20;17.02.20;24.02.20;100000000;1W;2.61;4
13.02.20;17.02.20;24.02.20;50000000;1W;2.61;1
13.02.20;17.02.20;18.03.20;100000000;1M;2.53;1
13.02.20;17.02.20;18.03.20;120000000;1M;2.6;10
13.02.20;17.02.20;18.03.20;610000000;1M;2.53;1
13.02.20;17.02.20;18.03.20;120000000;1M;2.59;3
13.02.20;17.02.20;18.03.20;50000000;1M;2.57;9
18.02.20;18.02.20;19.02.20;115000000;ON;2.5;1
18.02.20;18.02.20;19.02.20;110000000;ON;2.49;9
18.02.20;18.02.20;19.02.20;80000000;ON;2.46;10
18.02.20;18.02.20;19.02.20;180000000;ON;2.5;9
18.02.20;18.02.20;19.02.20;90000000;ON;2.4;3
18.02.20;18.02.20;19.02.20;130000000;ON;2.52;9
18.02.20;18.02.20;19.02.20;125000000;ON;2.55;7
18.02.20;18.02.20;19.02.20;60000000;ON;2.38;7
18.02.20;18.02.20;19.02.20;50000000;ON;2.678810031;5
18.02.20;18.02.20;19.02.20;140000000;ON;2.55;2
18.02.20;18.02.20;19.02.20;110000000;ON;2.754002261;8
18.02.20;18.02.20;19.02.20;70000000;ON;2.620256224;5
18.02.20;18.02.20;19.02.20;87000000;ON;2.54;1
18.02.20;18.02.20;19.02.20;61000000;ON;2.12;4
18.02.20;18.02.20;19.02.20;150000000;ON;2.41;6
18.02.20;18.02.20;19.02.20;120000000;ON;2.62096449;5
18.02.20;18.02.20;19.02.20;210000000;ON;2.54;1
18.02.20;18.02.20;19.02.20;100000000;ON;2.53;9
18.02.20;18.02.20;19.02.20;110000000;ON;2.48;1
18.02.20;18.02.20;19.02.20;110000000;ON;2.5;1
18.02.20;18.02.20;19.02.20;77000000;ON;2.41;6
18.02.20;18.02.20;19.02.20;85000000;ON;2.662031814;5
18.02.20;18.02.20;19.02.20;150000000;ON;2.56;3
18.02.20;18.02.20;19.02.20;460000000;ON;2.22;2
18.02.20;18.02.20;19.02.20;150000000;ON;2.853313456;5
18.02.20;18.02.20;19.02.20;140000000;ON;2.54;4
18.02.20;18.02.20;19.02.20;60000000;ON;2.13;4
18.02.20;18.02.20;19.02.20;110000000;ON;2.12;4
18.02.20;18.02.20;19.02.20;110000000;ON;2.19;3
18.02.20;18.02.20;19.02.20;85000000;ON;2.33;10
18.02.20;18.02.20;19.02.20;150000000;ON;2.51;6
18.02.20;18.02.20;19.02.20;235000000;ON;2.21;3
18.02.20;18.02.20;19.02.20;110000000;ON;2.34;9
18.02.20;18.02.20;19.02.20;150000000;ON;2.39;7
18.02.20;18.02.20;19.02.20;150000000;ON;2.691652766;8
18.02.20;18.02.20;19.02.20;150000000;ON;2.41;4
18.02.20;18.02.20;19.02.20;125000000;ON;2.45;6
18.02.20;18.02.20;19.02.20;230000000;ON;2.5;10
18.02.20;18.02.20;19.02.20;230000000;ON;2.634468452;8
18.02.20;18.02.20;19.02.20;250000000;ON;2.53;10
18.02.20;18.02.20;19.02.20;340000000;ON;2.57;9
18.02.20;18.02.20;19.02.20;67000000;ON;2.58;9
18.02.20;18.02.20;19.02.20;283000000;ON;2.52;9
18.02.20;18.02.20;19.02.20;100000000;ON;2.651368177;8
18.02.20;18.02.20;19.02.20;110000000;ON;2.45;6
18.02.20;18.02.20;19.02.20;250000000;ON;2.53;7
18.02.20;18.02.20;19.02.20;70000000;ON;2.5;7
14.02.20;18.02.20;18.03.20;100000000;1M;2.61;10
14.02.20;18.02.20;18.03.20;120000000;1M;2.867824047;5
14.02.20;18.02.20;18.03.20;90000000;1M;2.59;1
14.02.20;18.02.20;18.03.20;70000000;1M;2.56;6
14.02.20;18.02.20;18.03.20;620000000;1M;2.58;10
14.02.20;18.02.20;18.03.20;70000000;1M;3.053695187;8
14.02.20;18.02.20;18.03.20;170000000;1M;2.59;4
14.02.20;18.02.20;18.08.20;60000000;6M;2.53;6
19.02.20;19.02.20;20.02.20;150000000;ON;2.29;2
19.02.20;19.02.20;20.02.20;110000000;ON;2.518477606;5
19.02.20;19.02.20;20.02.20;130000000;ON;2.355;3
19.02.20;19.02.20;20.02.20;130000000;ON;2.29;4
19.02.20;19.02.20;20.02.20;70000000;ON;2.36;1
19.02.20;19.02.20;20.02.20;50000000;ON;2.32;10
19.02.20;19.02.20;20.02.20;220000000;ON;2.36;7
19.02.20;19.02.20;20.02.20;63000000;ON;2.464427642;5
19.02.20;19.02.20;20.02.20;140000000;ON;2.35;10
19.02.20;19.02.20;20.02.20;70000000;ON;2.29;4
19.02.20;19.02.20;20.02.20;110000000;ON;2.32;4
19.02.20;19.02.20;20.02.20;88000000;ON;2.29;10
19.02.20;19.02.20;20.02.20;140000000;ON;2.29;10
19.02.20;19.02.20;20.02.20;80000000;ON;2.31;2
19.02.20;19.02.20;20.02.20;57000000;ON;2.28;9
19.02.20;19.02.20;20.02.20;140000000;ON;2.28;4
